Abk;Kurzname;Ländercode;Locationcode;Gültig ab
LDBG;Bad Dürrenberg;DE;10427;2008-12-14
HBEI;Bad Eilsen;;;
DBEL;Bad Elster;DE;10429;2008-12-14
MBEP;Bad Empfing;DE;10430;2008-12-14
MAKR;Bad Empfing Kr;DE;10431;2008-12-14
FEMS;Bad Ems;DE;10432;2008-12-14
FEMW;Bad Ems West;DE;10433;2008-12-14
MBEF;Bad Endorf (Obb);DE;10435;2008-12-14
HENE;Bad Essen;;;
HFAL;Bad Fallingb;DE;10436;2008-12-14
WFW;Bad Freienw (O);DE;10438;2008-12-14
TBF;Bad Friedr'hall;DE;10444;2008-12-14
HGMGA;Bad Gandersh Abz;DE;10448;2008-12-14
HGMG;Bad Gandersh Gbf;DE;10447;2008-12-14
HBGM;Bad Gandersheim;DE;10446;2008-12-14
XABG;Bad Gastein;;;
RBGR;Bad Griesbach;DE;10449;2008-12-14
MGNB;Bad Grönenbach;DE;10450;2008-12-14
HBHA;Bad Harzburg;DE;10451;2008-12-14
RHLB;Bad Herrenalb;;;
FBHF;Bad Hersfeld;DE;10452;2008-12-14
XABH;Bad Hofgastein;;;
MBHT;Bad Höhenstadt;DE;10454;2008-12-14
FHO;Bad Homburg;DE;10455;2008-12-14
KHBD;Bad Honnef (Rh);DE;10457;2008-12-14
KQHB;Bad Honnef LGr;DE;10458;2008-12-14
KHGB;Bad Hönningen;DE;10459;2008-12-14
HIBG;Bad Iburg;;;
TIMN;Bad Imnau;;;
XAIS;Bad Ischl;;;
HKRF;Bad Karlshafen;DE;10460;2008-12-14
HQKR;Bad Karlshf LGr;DE;10461;2008-12-14
NBKI;Bad Kissingen;DE;10462;2008-12-14
WK;Bad Kleinen;DE;10463;2008-12-14
MBKG;Bad Kohlgrub;DE;10464;2008-12-14
MBKK;Bad Kohlgrub Kur;DE;10465;2008-12-14
FKI;Bad König;DE;10466;2008-12-14
FZK;Bad König-Zell;DE;10468;2008-12-14
UKO;Bad Kösen;DE;10469;2008-12-14
UBKZ;Bad Köstritz;DE;10470;2008-12-14
NKZ;Bad Kötzting;DE;10471;2008-12-14
XABKR;Bad Kreckelmoos;;;
SBKNG;Bad Kreuzn Gbf;DE;10473;2008-12-14
SBKN;Bad Kreuznach;DE;10472;2008-12-14
RBKR;Bad Krozingen;DE;10475;2008-12-14
RBKO;Bad Krozingen O.;;;
ELSP;Bad Laasphe;DE;10476;2013-06-12
EQLS;Bad Laasphe LGr;DE;10477;2008-12-14
HLAR;Bad Laer;;;
ULS;Bad Langensalza;DE;10479;2008-12-14
LLAW;Bad Lauchst West;DE;10482;2008-12-14
LLAU;Bad Lauchstädt;DE;10481;2008-12-14
LBLS;Bad Lausick;DE;10483;2008-12-14
BBLW;Bad Liebenwerda;DE;10486;2008-12-14
TBLI;Bad Liebenzell;DE;10488;2008-12-14
TBMR;Bad Mergentheim;DE;10491;2008-12-14
HMDD;Bad Münder/Deis;DE;10493;2008-12-14
SBMS;Bad Münster a St;DE;10494;2008-12-14
KMUE;Bad Münstereifel;DE;10495;2008-12-14
FBNA;Bad Nauheim;DE;10498;2008-12-14
FBNN;Bad Nauheim Nord;;;
HNDF;Bad Nenndorf;DE;10499;2008-12-14
KNEB;Bad Neuenahr;DE;10500;2008-12-14
NBNE;Bad Neust/Saale;DE;10501;2008-12-14
TBN;Bad Niedernau;DE;10502;2008-12-14
HOY;Bad Oeynhausen;DE;10503;2008-12-14
HOYG;Bad Oeynhsn Gbf;DE;10504;2008-12-14
HBOE;Bad Oeynhsn Süd;DE;10506;2008-12-14
AO;Bad Oldesloe;DE;10507;2008-12-14
RBPL;Bad Peterstal;DE;10508;2008-12-14
HPRT;Bad Pyrmont;DE;10509;2008-12-14
HQPR;Bad Pyrmont LGr;DE;10510;2008-12-14
XSRA;Bad Ragaz;;;
RBPK;Bad Rapp Kurpark;DE;10512;2009-07-08
RBRA;Bad Rappenau;DE;10511;2008-12-14
MBRL;Bad Reichenhall;DE;10513;2008-12-14
MBRK;Bad Reichenh-Kir;DE;10515;2008-12-14
NRC;Bad Rodach;DE;10516;2008-12-14
RRO;Bad Rotenfels;DE;10517;2010-12-12
RROG;Bad Rotenfels S;DE;10519;2010-12-12
RROW;Bad Rotenfels W;DE;10520;2008-12-19
BBSP;Bad Saarow;DE;10521;2008-12-14
BBSK;Bad Saarow Kl;;;
HSCH;Bad Sachsa;DE;10523;2008-12-14
RSAE;Bad Säckingen;DE;10524;2008-12-14
HBSA;Bad Salzdetfurth;DE;10525;2008-12-14
FBSH;Bad Salzhausen;DE;10527;2008-12-14
FSF;Bad Salzschlirf;DE;10528;2008-12-14
EBSU;Bad Salzuflen;DE;10529;2008-12-14
USZ;Bad Salzungen;DE;10530;2008-12-14
EBSA;Bad Sassendorf;DE;10531;2008-12-14
XASBW;Bad Schall-Wall;;;
DSA;Bad Schandau;DE;10533;2008-12-14
DXS;Bad Schandau Gr;DE;10534;2008-12-14
DSO;Bad Schandau Ost;DE;10535;2008-12-14
DSUB;Bad Schlema;DE;10536;2010-12-12
LBSB;Bad Schmiedeberg;DE;10537;2009-04-02
RBS;Bad Schönborn S;DE;10540;2008-12-14
RBSK;Bad Schönborn-Kr;DE;10539;2008-12-14
TBSC;Bad Schussenried;DE;10541;2008-12-14
ASCH;Bad Schwartau;DE;10543;2008-12-14
ASB;Bad Segeberg;DE;10546;2008-12-14
SSOB;Bad Sobernheim;DE;10547;2008-12-14
FBSO;Bad Soden (Ts);DE;10548;2008-12-14
FBSS;Bad Soden-Salm;DE;10549;2008-12-14
FBSD;Bad Sooden-Alldf;DE;10551;2008-12-14
BBSS;Bad S-Piesk Süd;;;
APSD;Bad St Peter Süd;DE;10552;2008-12-14
NSFN;Bad Staffelstein;DE;10554;2008-12-14
NBST;Bad Steben;DE;10555;2008-12-14
UBS;Bad Sulza;DE;10557;2008-12-14
UBSN;Bad Sulza Nord;DE;10558;2008-12-19
TBT;Bad Teinach/Neub;DE;10559;2008-12-14
MBT;Bad Tölz;DE;10561;2008-12-14
TUC;Bad Urach;;;
TUCK;Bad Urach Klinik;;;
XAVN;Bad Vigaun;;;
FVL;Bad Vilbel;DE;10562;2008-12-14
FVLS;Bad Vilbel Süd;DE;10563;2008-12-14
FGRN;Bad Vilb-Gronau;DE;10564;2008-12-14
TBWA;Bad Waldsee;DE;10565;2008-12-14
TWB;Bad Wildbad;DE;10566;2008-12-19
TWBN;Bad Wildbad Nord;DE;10567;2008-12-19
FBWD;Bad Wildungen;DE;10568;2008-12-14
WWIL;Bad Wilsnack;DE;10569;2008-12-14
RBWF;Bad Wimpfen;DE;10570;2008-12-14
TBWT;Bad Wimpfen Tal;DE;10571;2013-07-05
RBWH;Bad Wimpfen-Hoh;DE;10573;2008-12-14
NGTR;Bad Windsh Getr;DE;10575;2008-12-14
NBWI;Bad Windsheim;DE;10574;2008-12-14
MBWH;Bad Wörishofen;DE;10576;2008-12-14
TBW;Bad Wurzach;;;
XSZZ;Bad Zurzach;;;
HZWI;Bad Zwischenahn;DE;10577;2008-12-14
XMBY;Badacsony;;;
XMBYH;Badacsonylabdih;;;
XMBYO;Badacsonyörs;;;
XMBYJ;Badacsonytomaj;;;
XMBYS;Badacstörd-Sz;;;
HBAD;Baddeckenstedt;DE;10578;2008-12-14
XSBA;Baden         CH;;;
HBDV;Baden /Kr Verden;DE;10579;2008-12-14
RBB;Baden-Baden;DE;10580;2008-12-14
KBAD;Badorf;;;
KBRK;Baerl Kreisb;;;
BBG;Bagenz;DE;10585;2008-12-14
RBAL;Bahlingen a K;;;
RBAR;Bahlingen Riedl;;;
RBBR;Bahnbrücken;;;
BBO;Bahnsdorf;DE;10586;2008-12-14
ABAF;Bahrenf (S-Bahn);DE;14424;2008-12-14
ABAH;Bahrenfeld Abzw;DE;14425;2008-12-14
TBAG;Baienfurt;DE;10589;2008-12-14
MBAB;Baierbrunn;DE;10591;2008-12-14
RBSS;Baiersbr Schule;DE;10593;2008-12-24
RBSN;Baiersbronn;DE;10592;2008-12-14
NBD;Baiersdorf;DE;10594;2008-12-14
XUBH;Baile Herculane;;;
XUBT;Baile Tusnad;;;
XFBX;Baisieux;;;
BBAI;Baitz;DE;10595;2008-12-14
XCBP;Balashov-Pass;;;
XMBG;Balassagyarmat;;;
XMBKD;Balatonakali-Dör;;;
XMBAY;Balatonakarattya;;;
XMBAA;Balatonaliga;;;
XMBAM;Balatonalmadi;;;
XMBB;Balatonbereny;;;
XMBBR;Balatonboglar;;;
XMBED;Balatonederics;;;
XMBFA;Balatonfenyves a;;;
XMBFV;Balatonföldvar;;;
XMBFD;Balatonfüred;;;
XMBGY;Balatongyörök;;;
XMBKE;Balatonkenese;;;
XMBLE;Balatonlelle;;;
XMBLF;Balatonlelle f;;;
XMBM;Balatonmariafürd;;;
XMBRS;Balatonrendes;;;
XMBSO;Balatonszarszo;;;
XMBSS;Balatonszemes;;;
XMBSZ;Balatonszepezd;;;
XMBZA;Balatonszeplak a;;;
XMBZF;Balatonszeplak f;;;
XMBUV;Balatonudvari;;;
XMBV;Balatonvilagos;;;
NBAF;Balbersdorf;DE;10596;2008-12-14
MBDH;Baldham;DE;10597;2008-12-14
XIBH;Baldichieri-T;;;
FBAD;Balduinstein;DE;10598;2008-12-14
XSBAL;Balerna;;;
XCBL;Balezino;;;
TBLH;Balgheim;DE;10599;2008-12-14
UBGS;Balgstädt;DE;10600;2008-12-14
FBAH;Balhorn;;;
TBG;Balingen (Württ);DE;10601;2008-12-14
TBGH;Balingen DB/HZL;DE;10603;2008-12-14
TBGS;Balingen Süd;DE;10604;2008-12-14
UBAS;Ballstädt Kr Go;DE;10608;2008-12-14
ZIBB;Ballybrophy;;;
XUBO;Balota;;;
XUBA;Bals;;;
SBAL;Baltersweiler;DE;10609;2008-12-14
XCB;Baltiisk;;;
EBAV;Balve;DE;10610;2008-12-14
XIBLZ;Balzola;;;
NBA;Bamberg;DE;10612;2008-12-14
LBM;Bamme;DE;10615;2008-12-14
RBAM;Bammental;DE;10616;2008-12-14
ZBBL;Banja Luka;;;
XVBY;Bankeryd;;;
FBAN;Bannberschd-St;DE;10618;2008-12-14
WBAM;Bannemin-Mölsch;DE;10619;2008-12-14
XRBJ;Banova Jaruga;;;
WBN;Bansin Seebad;DE;10620;2008-12-14
HBAN;Banteln;DE;10621;2008-12-14
HBTF;Bantorf;DE;10622;2008-12-14
XFBH;Bantzenheim;;;
XFBAY;Banyuls sur Mer;;;
XJBA;Bar;;;
XCBB;Barabinsk;;;
XIBRU;Baragiano Ruoti;;;
XMBAD;Barand;;;
ZWBA;Baranovichi-C;;;
ZWBP;Baranovichi-P;;;
RBRT;Barbelroth;DE;10623;2008-12-14
XUBI;Barbosi;;;
LBY;Barby;DE;10624;2008-12-14
XEB;Barcelona Centr;;;
XEBS;Barcelona-S Andr;;;
XEBT;Barcelona-T.;;;
ABCL;Barchel;;;
ABAD;Bardowick;DE;10625;2008-12-14
ABAW;Bardowick Hp;DE;10626;2012-12-09
HBAG;Barenburg;DE;10627;2008-12-14
XNBA;Barendrecht;;;
DBJ;Bärenh-Johns;DE;10628;2008-12-14
BBKL;Bärenklau;DE;10630;2008-12-14
DBS;Bärenstein (Abg);DE;10632;2008-12-14
DBAG;Bärenstein (bGl);DE;10631;2008-12-14
DXBA;Bärenstein Gr;DE;10633;2008-12-14
ABAT;Bargstedt;;;
ABAE;Bargteheide;DE;10635;2008-12-14
BBAE;Bärhaus;DE;21614;2010-01-01
XIBA;Bari C;;;
XIBAP;Bari P.M.;;;
XIBPS;Bari Parco Sud;;;
XKB;Barking;;;
XKBR;Barking Ripple L;;;
XKBS;Barkingstora;;;
LBAR;Barleben;DE;10637;2008-12-14
LBAS;Barleber See;DE;10638;2008-12-14
XFBD;Bar-le-Duc;;;
XIBL;Barletta;;;
ABMB;Barm Brunnenstr;;;
ABAP;Barmbek (S-Bahn);DE;14427;2008-12-14
ABMS;Barmstedt;;;
HBNF;Barnstorf (Han);DE;10639;2008-12-14
HBNT;Barnten;DE;10640;2008-12-14
HBTE;Barntrup (Exter);;;
HQBT;Barntrup NRW/NI;DE;10641;2008-12-14
HBAR;Barrien;DE;10642;2008-12-14
HBGH;Barsinghausen;DE;10645;2008-12-14
FMBB;Bartenwbrücke;DE;16961;2011-12-01
WBH;Barth;DE;10646;2008-12-14
DBAM;Barthmühle;DE;10649;2010-01-01
HBMA;Bartmannsholte;DE;10650;2008-12-14
BBA;Baruth (Mark);DE;10651;2008-12-14
HBAV;Barver;DE;10653;2008-12-14
XLBA;Bascharange-San;;;
ABAA;Basdahl;;;
ABAAK;Basdahl-Kluste;;;
BBAS;Basdorf;;;
RB;Basel Bad Bf;DE;10656;2008-12-14
RQB;Basel Bad Bf LGr;DE;10657;2008-12-14
RQBA;Basel Bad R 4405;DE;10666;2008-12-14
RBA;Basel Bad Rbf;DE;10661;2008-12-14
RBA A;Basel Bad Rbf A;DE;10662;2008-12-14
RBA C;Basel Bad Rbf C;DE;10663;2008-12-14
RXBH;Basel Gr/Kl Hün;DE;10671;2008-12-14
RXBR;Basel Gr/Muttenz;DE;10672;2010-05-01
RXBA;Basel Grenze;DE;10670;2008-12-14
RBA G;Basel Rbf -Gr L-;DE;10669;2010-12-12
XSB;Basel SBB;;;
XSBO;Basel SBB Cargo;;;
XSBP;Basel SBB Dreisp;;;
XSBGB;Basel SBB GB;;;
XSBR;Basel SBB Rb;;;
XSBJH;Basel St Joh Hf;;;
XSBJ;Basel St Johann;;;
RBAS;Bashaide;DE;21615;2008-12-14
XSBK;Bas-Kleinhüng Hf;;;
HBA;Bassel;;;
XSBD;Bassersdorf;;;
HBAS;Bassum;DE;10674;2008-12-14
XVBA;Bastad;;;
XVBAH;Basthagen;;;
XMBTK;Bataszek;;;
XMBT;Bate;;;
XCBA;Bateckaia;;;
ZUBT;Batevo;;;
FBTV;Battbg Viessmann;DE;10677;2008-12-14
FBTG;Battenberg;DE;10675;2011-12-11
XIBT;Battipaglia;;;
RBZE;Batzenhäusle;DE;10679;2012-02-10
NBH;Batzhausen;DE;10680;2008-12-14
XFBDC;Baudrecourt;;;
XFBDN;Baudrecourt Racc;;;
RBBC;Bauerbach;DE;10681;2008-12-24
EBAU;Baukau;DE;10682;2008-12-14
MBHM;Bäumenheim;DE;10684;2008-12-14
SBH;Baumholder;;;
BBMW;Baumschulenw S-B;DE;10982;2008-12-14
BBW;Baumschulenweg;DE;10981;2008-12-14
NBAU;Baunach;DE;10685;2008-12-14
NBFL;Baunach Flüssigg;DE;10686;2008-12-14
FBTL;Baunatal;;;
FBGR;Baunat-Gr ritte;;;
XDBH;Baunhoej;;;
DBZ;Bautzen;DE;10689;2009-12-13
ABF;Bavendorf;DE;10691;2008-12-14
XIBV;Baveno;;;
NBEI;Bay Eisenstein;DE;10693;2008-12-14
MBYB;Bayerbach;DE;10692;2008-12-14
MBGM;Bayerisch Gmain;DE;10695;2008-12-14
NBAW;Bayernw Weiden;DE;20871;2010-02-12
MABY;Bayernw/M Schwab;DE;18209;2008-12-14
MABI;Bayernwerk/b Ing;DE;15221;2008-12-14
XFBY;Bayonne;;;
NBYD;Bayreuth DB-Gr;DE;10697;2010-12-12
NBY;Bayreuth Hbf;DE;10698;2008-12-14
NBHG;Bayreuth-SG BHG;;;
NBSI;Bayreuth-SG Sigu;;;
NEVO;Bayreuth-St EVO;;;
NBYG;Bayreuth-St G;;;
MBZ;Bayrischzell;DE;10700;2008-12-14
DGSM;Baywa Großschirm;DE;14104;2008-12-19
XIBZZ;Bazzana;;;
BRB;Bbf Bln-Rummelsb;DE;11101;2008-12-14
BSCF;Bbf Bln-Schönwd;DE;11111;2013-12-15
LBGF;Bbg-Friedenshall;DE;11168;2008-12-14
XFBEM;Beaucaire-March;;;
FBRT;Bebenroth;DE;21012;2010-12-12
LBBZ;Bebitz;DE;10701;2008-12-14
FB;Bebra;DE;10702;2008-12-14
FB  S;Bebra Berg Gl132;DE;10704;2008-12-14
FB  O;Bebra Ost;DE;10707;2008-12-14
FB  A;Bebra Pbf/Rbf Ül;DE;10708;2008-12-14
FB  R;Bebra Rbf;DE;10709;2008-12-14
FB  B;Bebra Rbf Berg;DE;10703;2008-12-14
FBT;Bebra Tunnel;DE;10710;2008-12-14
FBU;Bebra Umladebf;DE;10711;2008-12-14
FBLA;Bebra-Blankenhm;DE;10712;2013-12-15
XMBE;Becehegy;;;
UBET;Bechstedt-Tripp;DE;10713;2008-12-14
HBKD;Beckedorf;;;
SBE;Beckingen (Saar);DE;10715;2008-12-14
HBKG;Becklingen;;;
EBEK;Beckum;;;
EBET;Beckum Ost;;;
XUBP;Beclean pe Somes;;;
KBE;Bedburg (Erft);DE;10717;2008-12-14
KBH;Bedburg-Hau;DE;10719;2008-12-14
HBDDN;Bedding Nordkopf;DE;10722;2010-12-12
HBDD;Beddingen;DE;10720;2008-12-14
HSVG;Beddingen DB-Gr;DE;10721;2009-12-13
HBDDV;Beddingen VPS;DE;10723;2008-12-14
XDBT;Bedsted Thy;;;
HBBT;Beedenbostel;;;
EBEE;Beelen;DE;10726;2008-12-14
BBEA;Beelitz Bea Strw;DE;10728;2009-07-01
BBEL;Beelitz Heilst;DE;10729;2008-12-14
BBZS;Beelitz Stadt;DE;10730;2008-12-14
WBNZ;Beenz;;;
FHZ;Beerf-Hetzbach;DE;10731;2008-12-14
XBBE;Beernem;;;
DBEW;Beerwalde KrSchm;DE;10732;2011-04-01
BBES;Beeskow;DE;10734;2008-12-14
BBEG;Beeskow DB Gr;DE;10735;2011-06-12
BBEW;Beeskow West;;;
WBES;Beetz-Sommerfeld;DE;10738;2008-12-14
LBDF;Behnsdorf;DE;10739;2008-12-14
NBEH;Behringersdorf;DE;10742;2008-12-14
NBER;Behringersmühle;;;
FBEI;Beienheim;DE;10743;2008-12-14
LBEI;Beilrode;DE;10746;2008-12-14
LQBE;Beilrode SN/BB;DE;10747;2008-12-14
TBS;Beimerstetten;DE;10749;2008-12-14
XCBS;Bekasovo;;;
XMBS;Bekescsaba;;;
XTBPB;Bela p Bezdezem;;;
XJBP;Bela Palanka;;;
XMBP;Belatelep;;;
ABE;Beldorf;DE;10750;2008-12-14
EBLK;Belecke;;;
XFBF;Belfort;;;
LBGH;Belgershain;DE;10752;2008-12-14
XIBGT;Belgirate;;;
XLBL;Bellain;;;
LBLL;Belleben;DE;10754;2008-12-14
XFBA;Bellegarde (Ain);;;
MBNB;Bellenberg;DE;10755;2008-12-14
XFBV;Belleville;;;
BBEV;Bellevue;DE;10837;2008-12-14
RBLN;Bellh Mühlbuckel;DE;10756;2010-12-12
RBLH;Bellheim Bf;DE;10757;2010-12-12
XOBM;Bellingmo;;;
XSBZ;Bellinzona;;;
HBEM;Belm;DE;10759;2008-12-14
XSBEP;Belp;;;
XZBT;Beltinci;;;
XLBUL;Belval-Lycee;;;
XLBR;Belval-Redange;;;
XLBUN;Belval-Universit;;;
XLBU;Belval-Usines;;;
XLBS;Belvaux-Soleuvre;;;
BBGG;Belzig DB-Gr;DE;10761;2009-12-13
TBEM;Bempflingen;DE;10762;2008-12-14
ZMBZ;Bendery 2;;;
KBEN;Bendorf (Rhein);DE;10763;2008-12-14
MBEN;Benediktbeuern;DE;10765;2008-12-14
XTBP;Benesov n Plouc;;;
XTBN;Benesov nad Lipo;;;
XFBTR;Benestroff;;;
XFBEF;Benfeld;;;
SBG;Bengel;DE;10766;2008-12-14
HBNS;Benhausen;DE;10767;2008-12-14
XFBE;Bening;;;
HBWW;Benitz-Wiswedel;;;
LBEK;Benneckenstein;;;
HBML;Bennemühlen;DE;10768;2008-12-14
LWZW;Bennewitz;DE;10769;2008-12-14
HBEN;Bennigsen;DE;10770;2008-12-14
TBEN;Benningen (N);DE;10771;2008-12-14
EBEH;Benninghausen;DE;10772;2008-12-14
UBEN;Bennungen;DE;10774;2008-12-14
XFBW;Bennwihr;;;
UBH;Benshausen;DE;10777;2008-12-14
FBH;Bensheim;DE;10778;2008-12-14
FBAU;Bensheim-Auerb;DE;10779;2008-12-14
EBTT;Benteler-Talle;DE;18235;2008-12-14
WBE;Bentwisch;DE;10780;2008-12-14
KBZR;Benzelrath;;;
HBEZ;Benzen;;;
XJB;Beograd;;;
XJBC;Beograd Centar;;;
XJBR;Beograd Ranzirna;;;
NBE;Beratzhausen;DE;10781;2008-12-14
XBBC;Berchem;;;
XLBC;Berchem Hp    LU;;;
XLBN;Berchem Nord;;;
MBG;Berchtesgad Hbf;DE;10782;2008-12-14
ZUB;Berdichev;;;
XMBTU;Berettyoujfalu;;;
KBEG;Berg;DE;12524;2008-12-14
XSBRG;Berg          CH;;;
XOB;Berg          NO;;;
RBRG;Berg (Pfalz);DE;10784;2008-12-14
RXBP;Berg (Pfalz) Gr.;DE;10785;2008-12-14
KBGG;Berg Gladbach;DE;10812;2008-12-14
XVBE;Berga         SE;;;
UBGE;Berga (Elster);DE;10787;2008-12-14
UBK;Berga-Kelbra;DE;10788;2008-12-14
UQBK;Berga-Kelbra LGr;DE;10789;2008-12-14
XIBGM;Bergamasco;;;
XIBE;Bergamo;;;
XOBG;Bergen        NO;;;
HBEC;Bergen (b Celle);;;
MBE;Bergen (Oberbay);DE;10791;2008-12-14
WBG;Bergen auf Rügen;DE;10792;2008-12-14
XNBZ;Bergen op Zoom;;;
HCB;Bergen(b C)Lager;;;
TBER;Bergenweiler;DE;10794;2008-12-14
BBFE;Bergfelde b Bln;DE;10796;2008-12-14
BABO;Bergfelde Ost;DE;10797;2008-12-14
YBBFE;Bergfelde Strw;DE;10798;2008-12-14
TBH;Berghau;DE;20063;2008-12-14
EBGA;Berghausen;DE;10800;2008-12-14
RBGBP;Berghausen Pfinz;;;
RBGBS;Berghausen Stad;;;
KBEE;Bergheim (Erft);DE;10805;2008-12-14
HBHE;Bergheim (Westf);DE;10806;2008-12-14
XVBH;Berghem;;;
RBGB;Berghs (Baden);;;
RBGP;Berghs (Pfalz);DE;10801;2008-12-14
RHUM;Berghsn Hummelbg;DE;10802;2008-12-14
EBKM;Bergkamen;DE;10813;2008-12-14
NBR;Bergrheinfeld;DE;10816;2008-12-14
FBSN;Bergschneise;DE;12069;2008-12-14
WBER;Bergsdorf;DE;10817;2008-12-14
NBHM;Bergtheim;DE;10818;2008-12-14
XFBER;Bergues;;;
XSBN;Bergün/Bravuogn;;;
LBWZ;Bergwitz;DE;10819;2008-12-14
LBWU;Bergwitz Üst;DE;10820;2008-12-14
RBE;Beringen Bad Bf;DE;10822;2008-12-14
RBEF;Beringerfeld;DE;10823;2013-06-09
EBRH;Beringhausen;DE;10824;2008-12-14
ABGS;Beringstedt;DE;10825;2008-12-14
XOBK;Berkak;;;
BBKR;Berkenbrück;DE;10828;2008-12-14
TBLG;Berlichingen;;;
BAHU;Berlin Anhalt.Bf;DE;10832;2008-12-14
BL;Berlin Hbf-Le Bf;DE;10871;2008-12-14
BPAF;Berlin Südkreuz;DE;10947;2008-12-14
KKMN;Berliner Str;DE;15753;2008-12-14
ABTSB;Berliner Tor B;DE;14382;2009-12-13
ABTSL;Berliner Tor L;DE;14381;2009-12-13
XSBLG;Berlingen;;;
XSBLS;Berlingen      S;;;
BHED;Berlin-Hermsdorf;DE;11029;2011-12-11
BSTA;Berlin-Staaken;DE;11127;2008-12-14
RBAH;Bermatingen-Ahs;DE;11161;2008-12-14
XSBE;Bern;;;
BBRN;Bernau (b Bln);DE;11162;2008-12-14
MBN;Bernau a Ch;DE;11164;2008-12-14
BBER;Bernau S-B;DE;11163;2009-02-14
BBRF;Bernau-Friedenst;DE;11165;2008-12-14
XFBEY;Bernay;;;
LBWD;Bernbg-Waldau Hp;DE;11171;2008-12-14
LBGS;Bernb-Strenzfeld;DE;11169;2008-12-14
LBG;Bernburg;DE;11166;2010-05-01
LBGZ;Bernburg Zementw;DE;11167;2008-12-14
LBGW;Bernburg-Waldau;DE;11170;2008-12-14
HBER;Berne;DE;11172;2008-12-14
MBER;Bernried;DE;11173;2008-12-14
UBGN;Bernsgrün;DE;11174;2008-12-14
UQBG;Bernsgrün TH/SN;DE;11175;2008-12-14
UBE;Bernterode;DE;11177;2008-12-14
UBEW;Bernterode West;DE;11178;2008-12-14
XTBU;Beroun;;;
XFBRE;Berre;;;
HBBR;Bersenbrück;DE;11179;2008-12-14
XFBTM;Berthelming;;;
DBF;Berthelsdorf (E);DE;11181;2008-12-14
DBFO;Berthelsdorf Ort;DE;11182;2011-04-01
XLBG;Bertrange-Strass;;;
XBBX;Bertrix;;;
DBTS;Bertsdorf;;;
HBEX;Berxen;;;
KBZN;Berzdorf Nord;;;
FBEZ;Berzhahn;DE;11183;2008-12-14
XFB;Besancon;;;
XFBI;Besancon Viotte;;;
SBS;Besch;DE;11184;2008-12-14
ABDF;Beschendorf;DE;11185;2008-12-14
TBE;Besigheim;DE;11186;2008-12-14
SBES;Besseringen;DE;11188;2008-12-14
HBES;Besta;DE;16552;2008-12-14
BBST;Bestensee;DE;11189;2008-12-14
EBWG;Bestwig;DE;11190;2008-12-14
FKBH1;Betrh Sandh Str;;;
XLXBB;Bettembg Gr FR;;;
XLB;Bettembourg;;;
NBMS;Bettmannsäge;DE;11191;2008-12-14
XSBW;Bettwiesen;;;
XLBZ;Betzdorf (LUX);;;
EBZ;Betzdorf (Sieg);DE;11192;2013-01-01
LBEU;Beucha;DE;11193;2008-12-14
LBRG;Beucha DB-Gr;DE;11194;2011-12-22
LBEO;Beucha Ost;DE;11195;2008-12-14
WBEU;Beuchow;;;
RBEU;Beuggen;DE;11196;2008-12-14
LBEN;Beuna(Geiseltal);DE;11197;2009-12-13
UBEU;Beuren;DE;11198;2008-12-14
TBEU;Beuron;DE;11199;2008-12-14
BBEU;Beusselstraße;DE;10838;2008-12-14
TBTB;Beutelsbach;DE;11200;2008-12-14
BBE;Beutersitz;DE;11201;2008-12-14
XIBVA;Bevera;;;
ABEV;Bevern;;;
XNBH;Beverw Hoogov Z;;;
XNBK;Beverwijk;;;
SBEW;Bewingen;DE;11203;2008-12-14
XSBX;Bex;;;
SBX;Bexbach;DE;11204;2008-12-14
LBYD;Beyendorf;DE;11205;2008-12-14
XFBZ;Beziers;;;
FGTH;B-Guntershausen;DE;10687;2008-12-14
XPBP;Biala Podlaska;;;
XPBI;Bialogard;;;
XPBA;Bialystok;;;
XIBIZ;Bianze;;;
XFBR;Biarritz;;;
XSBC;Biasca;;;
MBID;Bibelöd;DE;11207;2008-12-14
RBI;Biberach (Baden);DE;11208;2008-12-14
TBI;Biberach (Riß);DE;11210;2008-12-14
RBIG;Biberach Em SWEG;DE;11209;2008-12-14
TBIB;Biberach Süd;DE;11211;2008-12-14
XSBBS;Biberist RBS;;;
XSBB;Biberist RM;;;
FBL;Biblis;DE;11212;2008-12-14
UBA;Bibra;DE;11213;2008-12-14
XUBC;Bicaz;;;
MBIC;Bichl;DE;11214;2008-12-14
XABIA;Bichlbach-Almk;;;
XABI;Bichlbach-Berw.;;;
ABB;Bickbargen;DE;11215;2008-12-14
FBI;Bickenbach;DE;11217;2008-12-14
FBI N;Bickenbach Nord;DE;11218;2009-12-13
XMBA;Bicske Also;;;
FBBM;Biebesheim;DE;11220;2008-12-14
FBIK;Biedenkopf;DE;11221;2008-12-14
FWA;Biedenk-Wallau;DE;20722;2013-12-01
LBZ;Biederitz;DE;11223;2008-12-14
LBZV;Biederitz DB-Gr;DE;11224;2012-09-19
FBIZ;Biedk Schulzentr;DE;11222;2008-12-14
XSBL;Biel/Bienne;;;
XPBL;Bielawa Dolna;;;
EBIL;Bielefeld Hbf;DE;11225;2008-12-14
EBILP;Bielefeld Hbf;DE;11226;2008-12-14
EBIO;Bielefeld Ost;DE;11228;2008-12-14
EBILG;Bielefeld Vorbf;DE;11227;2008-12-14
